EPEiD,EYara,EDateSusp,EEPSusp,ECRCSusp,ESuspEntropy,ENumberofSections,ESuspiciousStrings,Malware,ClassesMal
None,shellcode,0,0,0,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,0,1,5,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
Armadillo,shellcode,0,1,1,0,4,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,10,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,None,0,1,1,1,3,1,maligno,trojan
None,None,0,1,0,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
UPX,shellcode,1,1,1,1,4,1,maligno,trojan
UPX,shellcode,1,1,1,1,4,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
BobSoft,shellcode,1,0,1,1,8,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,1,0,1,1,7,1,maligno,trojan
None,shellcode,1,0,1,1,7,1,maligno,trojan
None,shellcode,0,1,0,0,2,1,maligno,trojan
None,shellcode,0,0,0,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
Armadillo,shellcode,0,1,1,0,2,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
UPX,None,0,1,1,1,3,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,5,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,None,0,1,0,1,3,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,8,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,1,0,1,0,2,1,maligno,trojan
InstallShield,shellcode,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
UPX,None,0,1,1,1,3,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,0,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
Thinstall,shellcode,0,0,1,0,1,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
PECompact,None,0,0,0,1,3,1,maligno,trojan
None,None,1,1,1,1,3,0,maligno,trojan
None,shellcode,0,0,1,0,2,1,maligno,trojan
NsPack,None,0,1,0,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,2,1,maligno,trojan
None,None,0,0,1,1,12,1,maligno,trojan
Armadillo,None,0,0,0,1,4,1,maligno,trojan
None,None,0,1,1,1,3,1,maligno,trojan
BobSoft,shellcode,1,0,1,1,8,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
None,None,0,1,0,1,3,1,maligno,trojan
None,None,0,1,1,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,1,0,1,6,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
UPX,None,0,1,0,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
UPX,None,0,1,0,1,3,1,maligno,trojan
UPX,None,0,1,0,1,3,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,5,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,5,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
Armadillo,shellcode,0,0,1,0,4,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,1,1,1,1,2,1,maligno,trojan
None,shellcode,1,1,1,1,2,1,maligno,trojan
None,None,1,0,1,1,5,1,maligno,trojan
None,None,1,0,1,1,5,1,maligno,trojan
None,shellcode,1,0,1,1,6,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
None,shellcode,0,0,1,1,2,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
ASPack,None,0,1,0,1,7,1,maligno,trojan
ASPack,None,0,1,0,1,7,1,maligno,trojan
None,None,0,1,1,1,3,1,maligno,trojan
None,None,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,0,1,5,1,maligno,trojan
None,shellcode,0,0,0,1,5,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
None,None,1,1,1,1,3,1,maligno,trojan
None,None,1,1,1,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
UPX,None,0,1,0,1,3,1,maligno,trojan
UPX,None,0,1,0,1,3,1,maligno,trojan
Armadillo,shellcode,0,0,0,1,5,1,maligno,trojan
Armadillo,shellcode,0,0,0,1,5,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,None,0,0,1,1,2,1,maligno,trojan
Armadillo,shellcode,0,0,1,0,4,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
Armadillo,None,0,0,1,1,5,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
tElock,shellcode,0,1,1,1,5,1,maligno,trojan
NsPacK,None,0,1,0,1,3,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,None,0,1,1,1,3,1,maligno,trojan
None,shellcode,1,0,1,1,8,1,maligno,trojan
None,shellcode,0,0,0,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
None,None,0,0,1,1,1,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,None,0,1,0,1,6,1,maligno,trojan
None,None,0,1,1,1,2,1,maligno,trojan
None,shellcode,0,0,1,1,3,1,maligno,trojan
None,shellcode,1,0,1,1,8,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,0,4,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,4,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,5,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,11,1,maligno,trojan
PureBasic,None,0,0,1,1,5,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
Armadillo,shellcode,0,0,1,0,4,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,0,0,5,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,None,0,0,1,1,1,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
None,None,0,0,0,0,4,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
None,None,0,0,1,1,1,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
UPX,None,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,1,1,0,3,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
Armadillo,shellcode,1,0,1,0,5,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,1,0,0,2,1,maligno,trojan
None,shellcode,1,1,1,1,2,1,maligno,trojan
Armadillo,shellcode,0,0,1,0,4,1,maligno,trojan
Xtreme-Protector,shellcode,0,0,1,1,3,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,17,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,4,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
None,shellcode,0,1,1,1,4,1,maligno,trojan
UPX,shellcode,0,1,1,1,5,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,shellcode,0,0,0,1,10,1,maligno,trojan
Armadillo,None,0,0,1,1,5,1,maligno,trojan
Armadillo,None,0,0,1,1,5,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,5,1,maligno,trojan
PECompact,shellcode,0,1,1,1,4,1,maligno,trojan
PECompact,shellcode,0,1,1,1,4,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,None,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,1,0,1,0,3,1,maligno,trojan
None,None,0,0,1,1,6,1,maligno,trojan
Armadillo,shellcode,0,0,1,0,5,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,0,1,5,1,maligno,trojan
UPX,None,1,1,1,1,3,1,maligno,trojan
None,shellcode,1,0,1,1,8,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
tElock,shellcode,0,1,1,1,5,1,maligno,trojan
Armadillo,shellcode,0,0,1,0,5,1,maligno,trojan
None,None,0,0,0,1,3,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,5,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,0,0,4,1,maligno,trojan
BobSoft,shellcode,1,0,1,1,8,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
None,shellcode,1,0,1,1,8,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,0,4,1,maligno,trojan
None,shellcode,0,0,0,1,5,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,None,0,0,0,1,3,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,shellcode,0,0,0,1,5,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
None,None,0,0,0,1,7,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,None,0,1,0,1,3,1,maligno,trojan
None,shellcode,0,1,1,1,2,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
None,None,0,0,0,1,4,1,maligno,trojan
None,shellcode,0,1,1,0,4,1,maligno,trojan
None,shellcode,0,0,0,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,1,6,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,1,0,0,2,1,maligno,trojan
None,None,0,1,0,1,3,1,maligno,trojan
None,None,0,1,0,1,3,1,maligno,trojan
None,None,0,1,1,1,3,1,maligno,trojan
None,None,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,5,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,5,1,maligno,trojan
BobSoft,shellcode,1,0,1,1,8,1,maligno,trojan
BobSoft,shellcode,1,0,1,1,8,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
UPX,None,0,1,1,1,3,1,maligno,trojan
UPX,None,0,1,1,1,3,1,maligno,trojan
None,None,0,1,1,1,2,1,maligno,trojan
None,None,0,1,1,1,2,1,maligno,trojan
Xtreme-Protector,shellcode,0,0,1,0,3,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,None,0,0,0,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
None,shellcode,0,0,1,0,4,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
Armadillo,shellcode,0,0,1,0,4,1,maligno,trojan
UPX,None,0,1,1,1,3,1,maligno,trojan
None,shellcode,1,0,1,1,6,1,maligno,trojan
None,shellcode,1,0,1,1,6,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
None,None,1,0,1,1,6,1,maligno,trojan
tElock,shellcode,0,1,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
PECompact,None,0,0,0,1,3,1,maligno,trojan
None,shellcode,0,0,0,1,5,1,maligno,trojan
None,shellcode,1,0,1,1,6,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,None,0,0,0,1,7,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
None,shellcode,0,0,1,0,4,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
EXECryptor,shellcode,0,1,1,1,5,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,1,1,1,3,0,maligno,trojan
tElock,shellcode,0,1,1,1,5,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
None,None,0,1,1,1,3,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
Armadillo,shellcode,0,1,1,0,3,1,maligno,trojan
None,shellcode,0,1,1,1,3,0,maligno,trojan
UPX,None,0,1,1,1,3,1,maligno,trojan
Xtreme-Protector,shellcode,0,0,1,1,4,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
Virogen,None,1,1,0,1,9,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,0,3,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
None,shellcode,0,0,1,1,3,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,0,0,4,1,maligno,trojan
None,shellcode,1,0,1,1,4,1,maligno,trojan
None,shellcode,0,1,0,0,1,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,0,1,4,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
Armadillo,shellcode,0,0,1,0,5,1,maligno,trojan
None,shellcode,0,1,1,1,3,1,maligno,trojan
None,None,0,0,0,1,6,1,maligno,trojan
None,None,0,1,0,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,5,1,maligno,trojan
Armadillo,shellcode,0,0,1,0,3,1,maligno,trojan
None,None,0,1,1,1,1,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
Armadillo,None,0,0,1,0,4,1,maligno,trojan
None,shellcode,1,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,0,1,5,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,None,0,0,0,1,4,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,0,1,26,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
None,None,0,1,0,1,3,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,None,0,1,0,1,3,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,5,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,4,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
InstallShield,shellcode,0,0,1,1,4,1,maligno,trojan
None,None,1,0,1,1,4,1,maligno,trojan
Xtreme-Protector,shellcode,0,1,0,1,4,1,maligno,trojan
None,None,0,0,1,1,5,1,maligno,trojan
None,None,0,1,0,1,3,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,1,0,1,1,8,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
MinGW,None,0,0,0,1,7,1,maligno,trojan
None,None,0,0,1,0,4,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,1,0,1,1,8,1,maligno,trojan
None,shellcode,1,0,1,1,6,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
BobSoft,shellcode,1,0,1,1,8,1,maligno,trojan
BobSoft,shellcode,1,0,1,1,8,1,maligno,trojan
None,None,0,1,0,1,5,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,0,1,5,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,0,0,4,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
UPX,None,0,1,1,1,3,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
None,None,0,0,0,1,4,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
PureBasic,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
None,None,1,1,1,1,3,1,maligno,trojan
BobSoft,shellcode,1,0,1,1,8,1,maligno,trojan
MinGW,None,0,0,1,1,5,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
None,shellcode,1,0,1,1,8,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,None,0,0,1,1,6,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,0,1,5,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,5,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,5,1,maligno,trojan
NsPacK,None,1,1,1,1,3,1,maligno,trojan
NsPacK,None,1,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
None,None,1,0,1,1,4,1,maligno,trojan
None,shellcode,1,0,1,1,6,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
Armadillo,shellcode,0,0,0,0,4,1,maligno,trojan
Inno,shellcode,1,0,1,1,8,1,maligno,trojan
PECompact,None,0,0,1,1,2,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,5,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
None,None,0,1,0,1,3,1,maligno,trojan
None,shellcode,0,0,0,1,3,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
Armadillo,shellcode,1,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
InstallShield,shellcode,0,0,1,1,4,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
Armadillo,shellcode,0,0,1,0,2,1,maligno,trojan
None,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
tElock,shellcode,0,1,1,1,5,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,0,3,1,maligno,trojan
UPX,None,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,0,4,1,maligno,trojan
None,shellcode,0,1,1,1,6,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,0,1,6,1,maligno,trojan
None,shellcode,0,0,0,0,4,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,1,0,4,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,None,0,1,0,1,3,1,maligno,trojan
None,None,0,0,1,1,4,1,maligno,trojan
BobSoft,shellcode,1,0,1,1,8,1,maligno,trojan
BobSoft,shellcode,1,0,1,1,8,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,1,1,0,3,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
PECompact,None,1,0,1,1,2,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
None,None,0,0,1,1,1,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,shellcode,0,0,0,1,5,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
Armadillo,shellcode,1,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,0,0,5,1,maligno,trojan
ASPack,None,0,1,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
tElock,None,1,1,0,1,8,1,maligno,trojan
None,shellcode,0,0,1,1,5,1,maligno,trojan
None,shellcode,0,0,1,0,4,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
UPX,None,0,1,1,1,3,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,1,0,1,3,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,1,1,1,9,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
None,shellcode,1,0,1,1,8,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
UPX,shellcode,0,1,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
None,None,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,0,1,5,1,maligno,trojan
Armadillo,shellcode,0,0,1,1,4,1,maligno,trojan
None,None,0,1,1,1,6,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,shellcode,0,0,1,0,5,1,maligno,trojan
None,shellcode,0,0,0,1,5,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
None,shellcode,0,0,1,1,4,1,maligno,trojan
None,None,0,0,1,1,6,1,maligno,trojan
None,None,0,1,0,1,3,1,maligno,trojan
None,None,0,1,0,1,3,1,maligno,trojan
None,None,1,1,1,1,3,1,maligno,trojan
None,None,0,0,1,1,3,1,maligno,trojan
None,shellcode,0,0,1,1,7,1,maligno,trojan
None,None,0,1,0,1,3,1,maligno,trojan
